"Path","Lines","Defs"
"internal\tools\skill_arguments.go","197","func SubstituteSkillArguments( | func substituteSkillArguments( | func parseSkillArguments(args string) []string { | func replaceSkillArgumentPlaceholders( | func matchSkillArgumentToken(content, rawArgs string, parsedArgs []string) (string, int, bool) { | func matchSkillNamedArgumentToken(content string, parsedArgs []string, names []string) (string, int, bool) { | func skillArgumentValue(values []string, index int) string { | func parsePositiveIndex(value string) int { | func isSkillArgumentSeparator(ch byte) bool { | func isSkillArgumentContinuation(ch byte) bool {"
"internal\tools\skill_discovery.go","883","type SkillShellRequest struct { | type SkillShellExecutor func(context.Context, SkillShellRequest) (string, error) | type SkillDiscoveryOptions struct { | type DynamicSkillDirectory struct { | var skillDiscoveryState = struct { | var ( | func DiscoverSkillDirsForPaths(filePaths []string, cwd string) []string { | func AddSkillDirectories(dirs []string) []DynamicSkillDirectory { | func LoadClaudeSkillDirectories(opts SkillDiscoveryOptions) []SkillCommand { | type claudeSkillSourceDir struct { | func claudeSkillSourceDirs(opts SkillDiscoveryOptions) []claudeSkillSourceDir { | func projectSkillDirsUpToHome(cwd string) []string { | func legacyCommandDirsUpToHome(cwd string) []string { | func loadSkillsFromDirectory(source claudeSkillSourceDir) []skillCommand { | func skillFileIdentity(path string) string { | func registerLoadedSkill(command skillCommand) { | func ActivateConditionalSkillsForPaths(filePaths []string, cwd string) []string { | func GetDynamicSkills() []SkillCommand { | func lookupDynamicSkill(name string) (skillCommand, bool) { | func ClearDynamicSkills() { | func registerDynamicSkillLocked(skill skillCommand) bool { | func hasSkillBeenActivatedLocked(name string) bool { | func matchesAnySkillPathPattern(patterns []string, filePaths []string, cwd string) bool { | func skillRelativePathForMatch(filePath, cwd string) (string, bool) { | func skillPathPatternMatches(pattern, relPath string) bool { | func matchSkillPathSegments(patternSegments, pathSegments []string) bool { | func isSimpleGitignoredSkillDir(skillDir, cwd string) bool { | func normalizeSkillDiscoveryPath(path string, base string) string { | func skillShellExecutorFromAppState(appState map[string]any) SkillShellExecutor { | func executeSkillShellCommandsInPrompt( | func replaceSkillShellMatches( | func executeSkillShellCommand( | func skillCommandFromAppState(appState map[string]any, name string) (skillCommand, bool) { | func skillCommandFromAppStateValue(value any, name string) (skillCommand, bool) { | func skillCommandFromDynamicValue(name string, value any) (skillCommand, bool) { | func skillCommandFromDynamicRecord(name string, value any) (skillCommand, bool) { | func defaultSkillShellExecutor(ctx context.Context, request SkillShellRequest) (string, error) { | func defaultSkillShellCommand(shell FrontmatterShell) (string, []string) {"
"internal\tools\skill_discovery_test.go","53","func TestLoadClaudeSkillDirectoriesLoadsBundledAndPluginSources(t *testing.T) {"
"internal\tools\skill_frontmatter.go","403","type FrontmatterShell string | const ( | func ParseSkillFile(name, path, data string) SkillCommand { | func parseSkillFile(name, path, data string) skillCommand { | func splitSkillFrontmatter(data string) (string, string, bool) { | func parseSkillFrontmatterFields(frontmatter string) map[string]any { | func collectSkillFrontmatterIndentedBlock(lines []string, start int) (string, int) { | func parseSkillFrontmatterScalar(value string) any { | func parseSkillFrontmatterList(value any, expandPaths bool) []string { | func parseSkillHooksFrontmatter(value any) any { | func splitSkillFrontmatterList(value string) []string { | func splitSkillPathFrontmatterList(value string) []string { | func expandSkillBraces(pattern string) []string { | func parseSkillShellFrontmatter(value any, _ string) FrontmatterShell { | func stringFieldAny(object map[string]any, key string) string { | func parseBooleanFrontmatterAny(value any) bool { | func filterEmptyStrings(values []string) []string { | func extractSkillDescription(content string) string {"
"internal\tools\skill_parity.go","318","type SkillCommand = skillCommand | type InvokedSkillInfo struct { | type SkillForkRequest struct { | type SkillForkExecutor = func(context.Context, SkillForkRequest) (ToolResult, error) | type invokedSkillsAttachmentPayload struct { | type skillListingAttachmentPayload struct { | type dynamicSkillAttachmentPayload struct { | type invokedSkillAttachmentSkill struct { | func AddInvokedSkill(appState map[string]any, info InvokedSkillInfo) { | func GetInvokedSkillsForAgent(appState map[string]any, agentID string) []InvokedSkillInfo { | func ClearInvokedSkillsForAgent(appState map[string]any, agentID string) { | func BuildInvokedSkillsAttachmentMessage(messageID, sessionID string, skills []InvokedSkillInfo) model.Message { | func BuildSkillListingAttachmentMessage(messageID, sessionID string, skills []SkillCommand, contextWindowTokens int, isInitial bool) model.Message { | func BuildDynamicSkillAttachmentMessage(messageID, sessionID string, dir DynamicSkillDirectory, cwd string) model.Message { | func FilterSkillListingCommands(skills []SkillCommand) []SkillCommand { | func isClaudeSkillListingCommand(skill SkillCommand) bool { | func FormatSkillListingWithinBudget(skills []SkillCommand, contextWindowTokens int) string { | const ( | func skillListingCharBudget(contextWindowTokens int) int { | func formatSkillListingEntry(skill SkillCommand, maxDescriptionChars int) string { | func truncateSkillListingDescription(description string, maxChars int) string { | func skillForkExecutorFromAppState(appState map[string]any) SkillForkExecutor { | func skillBaseDir(path string) string {"
"internal\tools\text_upper.go","56","type TextUpperTool struct{} | func NewTextUpperTool() *TextUpperTool { | func (t *TextUpperTool) Definition() Definition { | func (t *TextUpperTool) Invoke(_ context.Context, _ session.Session, input string) (string, error) { | func (t *TextUpperTool) IsEnabled() bool { | func (t *TextUpperTool) IsReadOnly(_ string) bool { | func (t *TextUpperTool) IsDestructive(_ string) bool { | func (t *TextUpperTool) ShouldDefer() bool { | func (t *TextUpperTool) AlwaysLoad() bool { | func (t *TextUpperTool) PromptDescription() string { | func (t *TextUpperTool) SearchHint() string {"
"internal\tools\tool_search.go","115","type ToolSearchTool struct { | func NewToolSearchTool(registry *Registry) *ToolSearchTool { | func NewClaudeToolSearchTool(registry *Registry) *ToolSearchTool { | func (t *ToolSearchTool) Definition() Definition { | func (t *ToolSearchTool) Invoke(_ context.Context, _ session.Session, input string) (string, error) { | func (t *ToolSearchTool) InvokeWithPolicy(_ context.Context, _ session.Session, input string, policy permissions.Policy) (string, error) { | func queryFromStructuredInput(input string) string { | func (t *ToolSearchTool) IsEnabled() bool { | func (t *ToolSearchTool) IsReadOnly(_ string) bool { | func (t *ToolSearchTool) IsDestructive(_ string) bool { | func (t *ToolSearchTool) ShouldDefer() bool { | func (t *ToolSearchTool) AlwaysLoad() bool { | func (t *ToolSearchTool) PromptDescription() string { | func (t *ToolSearchTool) SearchHint() string {"
"internal\tools\tool_search_mode.go","83","func toolSearchEnabledOptimistic() bool { | type toolSearchMode string | const ( | func getToolSearchMode() toolSearchMode { | func parseAutoPercentage(value string) (int, bool) { | func envTruthy(value string) bool { | func envFalsy(value string) bool {"
"internal\tui\approval_dialog.go","89","type approvalDialogAction int | const ( | type approvalDialogResult struct { | type approvalDialogState struct { | func newApprovalDialogState() approvalDialogState { | func (d approvalDialogState) active() bool { | func (d *approvalDialogState) open(request *approval.Request) { | func (d *approvalDialogState) close() { | func (d *approvalDialogState) moveUp() { | func (d *approvalDialogState) moveDown() { | func (d *approvalDialogState) handleKey(msg tea.KeyMsg) approvalDialogResult {"
"internal\tui\approval_dialog_test.go","130","func TestApprovalRequiredOpensOverlayAndApprovalUpdatedClosesIt(t *testing.T) { | func TestApprovalOverlayConsumesInputAndEnterApprovesSelection(t *testing.T) { | func TestApprovalOverlayEscapeRejectsAndCloses(t *testing.T) { | func TestApprovalOverlayCanSelectRejectWithDownEnter(t *testing.T) { | func TestApprovalOverlayRendersAfterPromptAndHidesCommandDialog(t *testing.T) { | func modelWithApproval(bridge *fakeBridge) Model {"
"internal\tui\approval_semantics.go","104","type approvalSemanticDescription struct { | func describeApprovalSemantics(approval approvalRenderState) approvalSemanticDescription { | func approvalSemanticKind(toolName string) string { | func primaryApprovalInput(approval approvalRenderState) (string, string, bool) { | func approvalLabelTitle(label string) string {"
"internal\tui\commands.go","72","type slashCommandSpec struct { | var localSlashCommandSpecs = []slashCommandSpec{ | var slashCommands = slashCommandNames(localSlashCommandSpecs) | type parsedSlashCommand struct { | func slashCommandNames(commands []slashCommandSpec) []string { | func parseLocalSlashCommand(text string) (parsedSlashCommand, bool) { | func stringInSlice(value string, items []string) bool {"
"internal\tui\context_command_test.go","50","func TestSlashContextOpensContextDialogWithUsageSummary(t *testing.T) {"
"internal\tui\dialog.go","378","type dialogResult struct { | func newDialogState() dialogState { | func (d dialogState) active() bool { | func (d *dialogState) open(spec dialogSpec) { | func (d *dialogState) close() { | func (d *dialogState) moveUp() { | func (d *dialogState) moveDown() { | func (d dialogState) Current() dialogItem { | func (d *dialogState) handleKey(msg tea.KeyMsg) dialogResult { | func (d *dialogState) syncPickerSelection() { | func (m *Model) openHelpDialog() { | func (m *Model) openKeybindingsDialog() { | func (m *Model) openModelDialog() { | func (m *Model) appendContextOutput() { | func (m *Model) appendContextOutputSnapshot(snapshot contextSnapshot) { | func (m *Model) openSessionDialog() { | func (m *Model) openDiagnosticsDialog() { | func (m *Model) openCompactionDialog(customInstructions string) { | func (m *Model) handleLocalCommand(text string) bool { | func valueOrUnset(value string) string { | func recentMatchingEvents(events []string, prefix string, limit int) []string {"
"internal\tui\dialog_test.go","136","func TestDialogStateOpenNavigateAndClose(t *testing.T) { | func TestSlashHelpOpensDialogWithoutSendingRuntimeMessage(t *testing.T) { | func TestDialogConsumesKeysBeforeInputEditing(t *testing.T) { | func TestRendererIncludesDialogOverlay(t *testing.T) { | func TestSlashModelArgumentSetsSessionOverrideWithoutOpeningDialog(t *testing.T) { | func TestSlashModelDefaultClearsSessionOverride(t *testing.T) {"
"internal\tui\external_editor.go","206","func (m *Model) handleExternalEditorKey(msg tea.KeyMsg) (tea.Cmd, bool) { | func (m *Model) startExternalEditor() tea.Cmd { | func (m *Model) applyExternalEditorFinished(msg externalEditorFinishedMsg) { | func (m *Model) applyExternalEditorError(err error) { | func trimSingleTrailingNewline(text string) string { | func defaultPromptEditor(req externalEditorRequest) tea.Cmd { | func defaultFileOpener(path string) error { | func defaultFileLocationOpener(path string, line int) error { | func externalEditorCommand() string { | type promptEditorCommand struct { | func (c *promptEditorCommand) SetStdin(stdin io.Reader)   { c.stdin = stdin } | func (c *promptEditorCommand) SetStdout(stdout io.Writer) { c.stdout = stdout } | func (c *promptEditorCommand) SetStderr(stderr io.Writer) { c.stderr = stderr } | func (c *promptEditorCommand) Run() error { | func writePromptTempFile(prompt string) (string, error) { | func commandForEditor(editor string, path string) *exec.Cmd {"
"internal\tui\external_editor_test.go","130","type fakePromptEditor struct { | func (e *fakePromptEditor) edit(req externalEditorRequest) tea.Cmd { | func TestExternalEditorCtrlGEditsPromptAndMovesCursorToEnd(t *testing.T) { | func TestExternalEditorCtrlXCtrlEChordOpensEditor(t *testing.T) { | func TestExternalEditorExpandsAndRecollapsesPasteReferences(t *testing.T) { | func TestExternalEditorErrorLeavesInputUnchanged(t *testing.T) {"
"internal\tui\foundation_test.go","47","func TestFoundationInputStateDefaults(t *testing.T) { | func TestFoundationRuntimeReducerTracksLastEvent(t *testing.T) { | func TestFoundationRendererPreservesCoreAnchors(t *testing.T) {"
"internal\tui\global_search.go","426","const dialogKindGlobalSearch = ""global-search"" | const ( | func (m *Model) openGlobalSearchDialog() { | func (m *Model) globalSearchWorkspaceRoots() []string { | func (m *Model) triggerGlobalSearch() tea.Cmd { | func (m *Model) applyGlobalSearchResults(msg globalSearchResultsMsg) { | func (m *Model) updateGlobalSearchDialog(preserveSelection bool) { | func (m *Model) globalSearchDialogItems() []dialogItem { | func globalSearchPreviewLinesForState(content string) []string { | func globalSearchMatchValue(match workspaceSearchMatch) string { | func parseGlobalSearchMatchValue(value string) (string, int, bool) { | func (m *Model) updateGlobalSearchPreview() { | func readPreviewAroundLine(path string, line, context int) ([]string, error) { | func (m *Model) acceptGlobalSearchItem(item dialogItem, action string) { | func defaultWorkspaceSearcher(req workspaceSearchRequest) (workspaceSearchResult, error) { | func ripgrepWorkspaceSearch(rgPath string, req workspaceSearchRequest) (workspaceSearchResult, error) { | func fallbackWorkspaceSearch(req workspaceSearchRequest) (workspaceSearchResult, error) { | func sortWorkspaceMatches(matches []workspaceSearchMatch) { | func parseRipgrepLine(line string) (workspaceSearchMatch, bool) {"
"internal\tui\history_search.go","54","const dialogKindHistorySearch = ""history-search"" | func (m *Model) openHistorySearchDialog() { | func (m *Model) acceptHistorySearchItem(item dialogItem) { | func (m *Model) cancelHistorySearchDialog() { | func (m Model) historySearchItems() []dialogItem {"
"internal\tui\history_search_test.go","171","func TestHistorySearchCtrlROpensPromptHistoryDialog(t *testing.T) { | func TestHistorySearchUsesRecentUniqueHistoryFirst(t *testing.T) { | func TestHistorySearchFiltersAndAcceptsPrompt(t *testing.T) { | func TestHistorySearchFuzzyMatchesAfterExactMatches(t *testing.T) { | func TestHistorySearchNoMatchingPrompts(t *testing.T) { | func TestHistorySearchBackspaceEmptyQueryCancels(t *testing.T) { | func TestHistorySearchEscapeRestoresOriginalInput(t *testing.T) { | func TestHistorySearchCtrlCClosesDialogWithoutQuitting(t *testing.T) { | func TestHistorySearchEmptyHistoryShowsEmptyState(t *testing.T) { | func TestHistorySearchDoesNotOpenDuringTranscriptSearch(t *testing.T) { | func historySearchModel(history ...string) Model { | func updateHistorySearchKey(model Model, msg tea.KeyMsg) Model {"
"internal\tui\input.go","486","func (m Model) updateKey(msg tea.KeyMsg) (tea.Model, tea.Cmd) { | func (m *Model) handlePasteKey(msg tea.KeyMsg) bool { | func (m Model) maxVisiblePasteLines() int { | func isLargeInput(msg tea.KeyMsg) bool { | func containsBracketedPaste(msg tea.KeyMsg) bool { | func (m *Model) handleViewportKey(msg tea.KeyMsg) bool { | func (m Model) transcriptPageLines() int { | func (s *inputState) handleEditingKey(msg tea.KeyMsg, width int, commands []string) bool { | func (s *inputState) normalizeCursor() { | func (s *inputState) insertRunes(runes []rune, commands []string) { | func (s *inputState) backspace(commands []string) { | func (s *inputState) deleteAtCursor(commands []string) { | func (s *inputState) moveLeft() { | func (s *inputState) moveRight() { | func (s *inputState) moveUp(width int) { | func (s *inputState) moveDown(width int) { | func (s *inputState) updateSuggestions(commands []string) { | func (s *inputState) acceptSuggestion() { | func (s *inputState) clearSuggestions() { | func (m *Model) clearSuggestions() { | func (m Model) updateSuggestions() { | func (m Model) acceptSuggestion() { | func (s inputState) visualWidth(width int) int { | func (s inputState) lineStartPosition(width int) int { | func (s inputState) lineEndPosition(width int) int { | func (s inputState) moveCursorUp(width int) int { | func (s inputState) moveCursorDown(width int) int { | func (m Model) lineStartPosition(runes []rune, pos int) int { | func (m Model) lineEndPosition(runes []rune, pos int) int { | func (m Model) moveCursorUp(runes []rune, cursorPos int) int { | func (m Model) moveCursorDown(runes []rune, cursorPos int) int {"
"internal\tui\input_layout.go","113","type inputVisualLine struct { | func buildInputVisualLines(input string, width int) []inputVisualLine { | func inputCursorLineIndex(lines []inputVisualLine, cursor int) int { | func inputCursorColumn(line inputVisualLine, input string, cursor int) int { | func inputCursorPositionForColumn(line inputVisualLine, input string, column int) int {"
"internal\tui\input_test.go","163","func TestInputStateEditingRunesAndCursorNavigation(t *testing.T) { | func TestInputStateSlashSuggestionsDoNotLeakIntoPlainText(t *testing.T) { | func TestInputStateAcceptSuggestionMovesCursorToEnd(t *testing.T) { | func TestInputStateHistoryNavigationRestoresEntries(t *testing.T) { | func TestInputStateVisualNavigationRespectsExplicitMultilineInput(t *testing.T) { | func TestInputStateHomeAndEndStayWithinVisualLine(t *testing.T) { | func TestModelDelegatesEditingKeysButKeepsSubmitBoundary(t *testing.T) { | func TestCtrlKOpensQuickOpenDialog(t *testing.T) {"
"internal\tui\mcp.go","103","const ( | func (m *Model) openMCPDialog() { | func mcpServerSummary(server mcpServerSnapshot) string { | func (m *Model) acceptMCPItem(item dialogItem) { | func (m *Model) openMCPServerDetailDialog(server mcpServerSnapshot) { | func appendMCPSection(items []dialogItem, label string, values []string) []dialogItem {"
"internal\tui\message_actions.go","346","type primaryToolInputSpec struct { | var primaryToolInputs = map[string]primaryToolInputSpec{ | func (s *messageActionsState) close() { | func (m *Model) enterMessageActions() bool { | func (m *Model) handleMessageActionsKey(msg tea.KeyMsg) bool { | func (m *Model) navigateMessageAction(direction int, usersOnly bool) { | func (m *Model) navigateMessageActionToEdge(direction int) { | func (m *Model) acceptMessageAction() { | func (m *Model) copySelectedMessage() { | func (m *Model) copySelectedPrimaryToolInput() { | func (m *Model) recordMessageActionCopy(label, text string) { | func (m Model) selectedMessageActionEntry() (transcriptEntry, bool) { | func (m Model) lastNavigableTranscriptIndex() (int, bool) { | func isNavigableTranscriptEntry(entry transcriptEntry) bool { | func copyTextOfTranscriptEntry(entry transcriptEntry) string { | func textFromBlocks(blocks []model.MessageBlock) string { | func hasPrimaryToolInput(entry transcriptEntry) bool { | func primaryToolInputOf(entry transcriptEntry) (string, string, bool) { | func primaryToolInputFromBlock(block model.MessageBlock) (string, string, bool) { | func primaryToolInputFromName(name, fallback string, input map[string]any) (string, string, bool) { | func stripSystemReminders(text string) string { | func nonEmptyStrings(values ...string) []string { | func appendNonEmpty(values []string, value string) []string {"
"internal\tui\message_actions_test.go","178","func TestMessageActionsShiftUpEntersSelectionOnLastNavigableMessage(t *testing.T) { | func TestMessageActionsNavigateAndCopySelectedMessage(t *testing.T) { | func TestMessageActionsCopyPrimaryToolInput(t *testing.T) { | func TestMessageActionsEnterEditsUserMessage(t *testing.T) { | func TestMessageActionsCopyRichUserBlockMessage(t *testing.T) { | func TestMessageActionsEscapeAndCtrlCExitWithoutQuitting(t *testing.T) { | func TestMessageActionsDoesNotOpenDuringTranscriptSearch(t *testing.T) { | func messageActionsModel() Model { | func updateMessageActionKey(tuiModel Model, msg tea.KeyMsg) Model {"
"internal\tui\message_blocks_test.go","263","func TestRendererRendersStructuredAssistantMessageBlocks(t *testing.T) { | func TestRendererRendersRichUserMessageBlocksIncludingImages(t *testing.T) { | func TestRendererRendersTranscriptToolResultBlocksSeparateFromLiveToolProgress(t *testing.T) { | func TestTUIStateCreatesSpecialMessageBlocksForRuntimeEvents(t *testing.T) { | func TestTUIStatePreservesToolResultBlocksFromMessageCreated(t *testing.T) { | func TestRendererRendersSpecialMessageBlocks(t *testing.T) { | func TestTranscriptSearchIndexesRichBlockRendering(t *testing.T) {"
"internal\tui\model.go","58","const mouseWheelScrollLines = 3 | type Model struct { | func NewModel(bridge Bridge, cfg ...ModelConfig) Model { | func (m Model) Init() tea.Cmd { return nil } | func (m Model) Update(msg tea.Msg) (tea.Model, tea.Cmd) { | func (m Model) handleMouse(msg tea.MouseMsg) (tea.Model, tea.Cmd) { | func (m Model) View() string {"
"internal\tui\models.go","140","const dialogKindModel = ""model"" | type modelOption struct { | var tuiModelOptions = []modelOption{ | func findModelOption(value string, snapshot platformStatusSnapshot) (modelOption, bool) { | func normalizeModelOption(value string) string { | func (m *Model) applyModelSelection(value string) { | func modelDialogItems(snapshot platformStatusSnapshot) []dialogItem { | func modelOptionsForSnapshot(snapshot platformStatusSnapshot) []modelOption {"
"internal\tui\model_compact_actions.go","51","const dialogKindCompaction = ""compaction"" | func (m *Model) acceptCompactionItem(item dialogItem) { | func (m *Model) applyCompactionActionResult(event string, result compactionActionResult) { | func trimCompactionValue(value string) (string, bool) {"
"internal\tui\model_test.go","277","type fakeBridge struct { | func (f *fakeBridge) SendUserMessage(input string) error { | func (f *fakeBridge) Approve(id string) error { | func (f *fakeBridge) Reject(id string) error { | func (f *fakeBridge) SetSessionModel(model string) error { | func (f *fakeBridge) ClearSessionModel() error { | func (f *fakeBridge) ContextSnapshot() contextSnapshot { | func (f *fakeBridge) CompactionSnapshot() compactionSnapshot { | func (f *fakeBridge) CompactSession(customInstructions string) (compactionActionResult, error) { | func (f *fakeBridge) MicrocompactSession() (compactionActionResult, error) { | func (f *fakeBridge) SessionSnapshots() []sessionSnapshot { | func (f *fakeBridge) ResumeSession(id string) (session.RecoverySnapshot, bool) { | func (f *fakeBridge) TaskPanelSnapshot() taskPanelSnapshot { | func (f *fakeBridge) PlatformStatusSnapshot() platformStatusSnapshot { | func (f *fakeBridge) MCPSnapshot() mcpSnapshot { | func TestModelViewShowsCoreSections(t *testing.T) { | func TestModelEnterSendsInputAndClearsBuffer(t *testing.T) { | func TestModelRuntimeEventAccumulatesAssistantDelta(t *testing.T) { | func TestModelPermissionRequiredShowsApprovalPrompt(t *testing.T) { | func TestModelDiagnosticsViewShowsLatestState(t *testing.T) { | func TestModelViewShowsCurrentActivityForToolApprovalAndCompaction(t *testing.T) { | func TestModelViewShowsCompactionEventsInEventLog(t *testing.T) { | type assertErr string | func (e assertErr) Error() string { return string(e) } | func contains(haystack, needle string) bool {"
"internal\tui\paste.go","104","const pasteThreshold = 800 | var ( | type pasteContent struct { | type pasteState struct { | func newPasteState() pasteState { | func (s *pasteState) addText(content string, numLines int) string { | func (s *pasteState) expandReferences(input string) string { | func (s *pasteState) recollapseReferences(input string) string { | func formatPastedTextRef(id int, numLines int) string { | func sanitizePastedText(text string) string { | func extractBracketedPaste(text string) string { | func pastedTextRefNumLines(text string) int {"
"internal\tui\paste_test.go","104","func TestModelPasteShortTextSanitizesAndInsertsAtCursor(t *testing.T) { | func TestModelPasteLongTextStoresReferenceAndSubmitExpandsForBridge(t *testing.T) { | func TestModelPasteTooManyLinesStoresReferenceWithLineCount(t *testing.T) { | func TestClearCommandClearsPasteState(t *testing.T) {"
"internal\tui\picker.go","222","const defaultPickerVisibleCount = 5 | func newListPickerState(spec listPickerSpec) listPickerState { | func (p *listPickerState) setQuery(query string) { | func (p *listPickerState) insertQuery(text string) { | func (p *listPickerState) backspaceQuery() { | func (p *listPickerState) resetFocus() { | func (p listPickerState) filteredItems() []dialogItem { | func isSubsequence(text, query string) bool { | func (p listPickerState) MatchCount() int { | func (p listPickerState) Current() dialogItem { | func (p listPickerState) VisibleItems() []dialogItem { | func (p *listPickerState) moveDown() { | func (p *listPickerState) moveUp() { | func (p *listPickerState) pageDown() { | func (p *listPickerState) pageUp() { | func (p *listPickerState) ensureVisible() { | func (p listPickerState) accept() (dialogItem, bool) { | func minInt(a, b int) int { | func maxInt(a, b int) int {"
"internal\tui\picker_test.go","167","func TestListPickerFiltersAndResetsFocus(t *testing.T) { | func TestListPickerNavigationMaintainsViewport(t *testing.T) { | func TestListPickerSkipsDisabledSelection(t *testing.T) { | func TestModelPickerSelectionIsCapturedBeforeClose(t *testing.T) { | func TestModelPickerQueryConsumesRunesAndFilters(t *testing.T) { | func TestModelPickerSelectionSetsSessionOverride(t *testing.T) { | func TestRendererShowsPickerViewportAndQuery(t *testing.T) {"
"internal\tui\program.go","66","type Options struct { | func Run(ctx context.Context, sessions *session.Manager, runner *runtime.Runner, _ any, _ any, options Options) error {"
"internal\tui\prompt_stash.go","63","func (m *Model) handlePromptStashKey(msg tea.KeyMsg) bool { | func (m *Model) stashPrompt() { | func (m *Model) restorePromptStash() { | func clonePasteState(state pasteState) pasteState {"
"internal\tui\prompt_stash_test.go","148","func TestPromptStashCtrlSStashesNonEmptyPromptAndRendersNotice(t *testing.T) { | func TestPromptStashCtrlSRestoresWhenInputEmpty(t *testing.T) { | func TestPromptStashAutoRestoresAfterSubmittingNonSlashPrompt(t *testing.T) { | func TestPromptStashPreservesPasteReferencesForSubmit(t *testing.T) { | func TestPromptStashCtrlSNoOpWhenEmptyAndNoStash(t *testing.T) { | func TestClearCommandClearsPromptStash(t *testing.T) {"
"internal\tui\quick_open.go","351","const dialogKindQuickOpen = ""quick-open"" | const ( | const ( | func (m *Model) openQuickOpenDialog() { | func quickOpenBaseItems(m *Model) []dialogItem { | func (m *Model) quickOpenWorkspaceRoots() []string { | func indexQuickOpenFiles(roots []string) []quickOpenFile { | func shouldSkipQuickOpenDir(name string) bool { | func shouldSkipQuickOpenFile(name string) bool { | func (m *Model) quickOpenDialogItems(query string) []dialogItem { | func (m *Model) matchQuickOpenFiles(query string, limit int) []quickOpenFile { | func (m *Model) updateQuickOpenDialog(preserveSelection bool) { | func selectDialogItemValue(picker *listPickerState, value string) bool { | func (m *Model) updateQuickOpenPreview() { | func readQuickOpenPreview(path string, limit int) ([]string, error) { | func (m Model) quickOpenPreviewLines() []string { | func (m *Model) acceptQuickOpenItem(item dialogItem, keyType string) { | func (m *Model) acceptQuickOpenFile(item dialogItem, keyType string) { | func (m *Model) restoreDialogInput(text string) {"
"internal\tui\render.go","1231","const ( | type renderSnapshot struct { | type inputRenderState struct { | type viewportRenderState struct { | type transcriptSearchRenderState struct { | type messageActionsRenderState struct { | type messageActionRenderItem struct { | type approvalRenderState struct { | type dialogRenderState struct { | const ( | func newRenderSnapshot(m Model, width int) renderSnapshot { | func (r renderer) renderLayout(m Model, width int) string { | func (r renderer) renderScreen(snapshot renderSnapshot) string { | func (r renderer) renderHeader(snapshot renderSnapshot) string { | func (r renderer) renderTranscript(snapshot renderSnapshot) string { | func (r renderer) renderTranscriptLines(snapshot renderSnapshot) []string { | func newMessageActionsRenderState(m Model) messageActionsRenderState { | func (r renderer) renderSpecialBlock(b *strings.Builder, entry transcriptEntry, width int) { | func (r renderer) renderUserBlocks(b *strings.Builder, entry transcriptEntry, width int) { | func (r renderer) renderAssistantBlocks(b *strings.Builder, entry transcriptEntry, width int) { | func (r renderer) renderTranscriptToolBlocks(b *strings.Builder, entry transcriptEntry, width int) { | func (r renderer) renderLabeledBlock(b *strings.Builder, label, content string, width int) { | func (r renderer) renderIndentedBlock(b *strings.Builder, label, content string, width int) { | func messageBlockInputSummary(block model.MessageBlock) string { | func messageBlockFallbackContent(block model.MessageBlock) string { | func blockLabel(block model.MessageBlock) string { | func isImageMessageBlock(block model.MessageBlock) bool { | func rawBlockType(block model.MessageBlock) string { | func imageBlockSummary(block model.MessageBlock) string { | func (r renderer) renderApprovalDialog(snapshot renderSnapshot) string { | func (r renderer) renderPrompt(snapshot renderSnapshot) string { | func (r renderer) renderMessageActionsBar(snapshot renderSnapshot) string { | func (r renderer) renderSuggestions(snapshot renderSnapshot) string { | func (r renderer) renderDialog(snapshot renderSnapshot) string { | func (r renderer) renderRoleBlock(b *strings.Builder, role, content string, streaming bool, width int) { | func (r renderer) renderPlainBlock(b *strings.Builder, content string, width int) { | func (r renderer) renderPromptBlock(b *strings.Builder, content string, width int) { | func (r renderer) renderContextBlock(b *strings.Builder, content string, width int) { | func (r renderer) renderToolBlock(b *strings.Builder, entry transcriptEntry, width int, expanded bool) { | func toolExpansionKeyForRender(index int, entry transcriptEntry) string { | func toolInputSummary(entry transcriptEntry) string { | func isRunningPlaceholder(entry transcriptEntry) bool { | func tailNonEmptyLines(text string, maxLines int) []string { | func hiddenLineCount(text string, visibleLines int) int { | func nonEmptyLines(text string) []string { | func renderWrappedIndentedLines(b *strings.Builder, lines []string, width int) { | func (snapshot renderSnapshot) activityLabel() string { | func (snapshot renderSnapshot) transcriptVisibleLines() int { | func (snapshot renderSnapshot) promptVisibleLines() int { | func (snapshot renderSnapshot) viewportStatusLine(width int, effectiveOffset int) string { | func (snapshot renderSnapshot) transcriptSearchStatus() string { | func sliceTranscriptViewport(lines []string, visibleLines, scrollOffset int) []string { | func clampViewportOffset(totalLines, visibleLines, scrollOffset int) int { | func borderLine(width int, ch rune) string { | func padLine(left, right string, width int) string { | func centerLine(text string, width int) string { | func rightAlign(text string, width int) string { | func wrapCells(content string, width int) []string { | func truncateCells(text string, width int) string { | func renderInputLinesWithCursor(input string, cursor int, width int) []string { | func renderInputWithCursor(input string, cursor int, width int) string { | func (m Model) renderLayout(width int) string { | func (m Model) renderHeader(width int) string { | func (m Model) renderMessages(width int) string { | func (m Model) renderFooter(width int) string { | func (m Model) wrapMessageContent(content string, width int) []string { | func (m Model) buildInputWithCursor(width int) string { | func (m Model) renderMultiLineInput(runes []rune, cursorPos int, width int) string {"
